3037|欣興|電子工業|17.96|7.36|14.37|24.8|15.51|31.12|3.28|11.42|8.14|67.91|1.98|1020
3042|晶技|電子工業|32.3|15.1|13.5||||1.32|||32.82|4.80|200.26
3044|健鼎|電子工業|26.51|18.34|14.05|30.08|22.47|15.67|5.61|13.03|7.42|20.91|12.7|488
3045|台灣大|通信網路業|21.56|11.92|9.09|22.16|12.38|9.93|1.37|2.86|1.49|21.74|3.94|115
3081|聯亞|通信網路業|54.76|41.27|35.11|57.46|46.89|38.37|3.44|8.52|5.08|218.59|3|2540
3088|艾訊|電子零組件|34.03|12.88|11.91|32.28|11.78|9.12|2.25|4.28|2.03|15.63|2.9304|124
3090|日電貿|電子零組件|19.84|13.31|10.94|18.09|11.07|17.85|1.70|4.91|3.21|19.92|4.80|165
3105|穩懋|半導體業|26.34|9.39|9.77|28.23|14.11|17.2|1.26|3.8|2.54|44.42|2|378
3131|弘塑|其他電子類|33.78|13.15|28.87|38.86|21.14|18.71|16.11|27.4|11.29|41.08|46.08|2535
3135|凌航|電子零組件|30.35|27.43|21.63|18.03|16.45|13.22|10.76|20.93|10.17|6.70|3.2586|170.5
3149|正達|光電|-4.14|-15.79|-14.33|-3.23|-19.28|-19.42|-0.37|-0.85|-0.48|||65
3163|波若威|通信網路業|18.86|5.32|37.15|15.2|1.71|14.84|3.03|4.12|1.09|75.1|1.75|702
3167|大量|電機機械|42.34|21.03|14.49|44.2|26.83|18.99|3.19|9.33|6.14|47.34|3.91|675
3189|景碩|半導體業|21.16|8.02|7.89|26.09|13.44|13.46|1.17|3.42|2.25|159.93|1.52|862
3211|順達|電腦及週邊設備業|20.03|12.53|9.35|13.84|6.5|5.94|2.05|3.41|1.36|52.7|11.47|391
3217|優群|電子零組件業|48.93|31.09|26.81|47.53|28.11|22.59|2.82|5.19|2.37|10.97|10|138.5
3227|原相|半導體業|59.49|17.29|17.54|58.21|18.96|19.94|2.65|6.11|3.46|15.77|10.0070|235
3231|緯創|電子工業|5.21|3.44|2.13|5.66|3.73|2.66|3.06|7.1|4.04|15.37|5.5|193.5
3234|光環|通信網路業|9.79|-21.81|-19.91|19.89|-8.7|-9.04|-0.32|-0.48|-0.16||0|136.5
3260|威剛|半導體業|55.7|47.05|38.22|42.11|33.46|28.23|30.05|62.49|32.44|5.2|17|402
3264|欣銓|半導體業|38.36|27.53|23.2|40.17|30.39|25.49|1.95|4.39|2.44|29.44|4.2|225.5
3265|台星科|半導體業|25.55|19.64|18.33|29.37|24|20.26|1.76|3.85|2.09|24.26|4.1|173
3289|宜特|其他電子類|17.27|-6.84|15.71|26.14|6.01|7.55|2.05|3.13|1.08|30.04|3.43|137
3293|鈊象|文化創意業|97.82|58.29|50.31|97.82|59.79|50.92|11.18|22.76|11.58|17.33|36|750
3305|昇貿|其他電子|18.27|11.36|6.41|18.80|11.61|7.09|1.73|3.85|2.12|19.18|2.2833|108
3324|雙鴻|其他電子類|29.66|17.77|14.8|28.41|15.99|11.95|12.61|22.97|10.36|23.29|11.9|1010
3357|臺慶科|電子零組件業|28.86|14.92|16.2|30.73|17.24|20.08|2.51|6.41|3.9|21.44|5.08|228.5
3362|先進光|光電業|13.11|-8.08|-6.44|8.32|-23.52|-20.84|-0.5|-1.89|-1.39||0|172
3363|上詮|通信網路業|1.88|-40.86|-28.02|0.23|-21.43|-5.79|-0.98|-1.21|-0.23||0|582
3374|精材|半導體業|29.66|23.62|20.09|27.66|22.27|18.14|1.42|2.88|1.46|51.02|2.5|325
3376|新日興|電子工業|14.28|-0.44|1.26|9.79|-3.1|2.36|0.15|0.47|0.32|126.21|2|183
3380|明泰|通訊網路|18.36|0.08|0.51|17.73|-1.27|0.05|0.10|0.11|0.01|188.94||27.55
3406|玉晶光|光電業|33.56|19.55|14.52|33.16|16.89|12.21|7.9|14.05|6.15||17|
3413|京鼎|半導體業|23.84|13.07|9.33|22.28|12.21|8.8|4.28|8.89|4.61|14.17|10.98|284.5
3416|融程電|電腦週邊|36.52|15.09|15.37|40.18|19.63|16.89|1.80|4.28|2.48|20.39|5.0959|177
